Key,Title,Side Effects,% of Side Effects, Labels,% of Labels,ParentKey,Url
nd1733,"N06AB - Selective serotonin reuptake inhibitors",1140,19.39,821,2.71,nd1720,
N06AB1734,"Citalopram",771,13.11,284,0.94,nd1733,http://sideeffects.embl.de/drugs/2771
N06AB1735,"Fluoxetine",480,8.16,164,0.54,nd1733,http://sideeffects.embl.de/drugs/3386
N06AB1736,"Fluvoxamine",405,6.89,44,0.15,nd1733,http://sideeffects.embl.de/drugs/3404
N06AB1737,"Paroxetine",540,9.18,137,0.45,nd1733,http://sideeffects.embl.de/drugs/4691
N06AB1738,"Sertraline",368,6.26,192,0.63,nd1733,http://sideeffects.embl.de/drugs/5203
nd1739,"N06AF - Monoamine oxidase inhibitors, non-selective",117,1.99,17,0.06,nd1720,
N06AF1740,"Isocarboxazid",37,0.63,2,0.01,nd1739,http://sideeffects.embl.de/drugs/3759
N06AF1741,"Phenelzine",58,0.99,9,0.03,nd1739,http://sideeffects.embl.de/drugs/3675
N06AF1742,"Tranylcypromine",68,1.16,6,0.02,nd1739,http://sideeffects.embl.de/drugs/5530
nd1743,"N06AG - Monoamine oxidase A inhibitors",76,1.29,4,0.01,nd1720,
N06AG1744,"Moclobemide",76,1.29,4,0.01,nd1743,http://sideeffects.embl.de/drugs/4235
nd1745,"N06AX - Other antidepressants",946,16.09,655,2.17,nd1720,
N06AX1746,"Agomelatine",56,0.95,3,0.01,nd1745,http://sideeffects.embl.de/drugs/82148
N06AX1747,"Bupropion",474,8.06,186,0.61,nd1745,http://sideeffects.embl.de/drugs/444
N06AX1748,"Desvenlafaxine",99,1.68,14,0.05,nd1745,http://sideeffects.embl.de/drugs/125017
N06AX1749,"Duloxetine",307,5.22,89,0.29,nd1745,http://sideeffects.embl.de/drugs/60834
N06AX1750,"Mianserin",65,1.11,1,0.0,nd1745,http://sideeffects.embl.de/drugs/4184
N06AX1751,"Milnacipran",129,2.19,8,0.03,nd1745,http://sideeffects.embl.de/drugs/55480
N06AX1752,"Mirtazapine",300,5.1,111,0.37,nd1745,http://sideeffects.embl.de/drugs/4205
N06AX1753,"Nefazodone",215,3.66,9,0.03,nd1745,http://sideeffects.embl.de/drugs/4449
N06AX1754,"Reboxetine",156,2.65,2,0.01,nd1745,http://sideeffects.embl.de/drugs/65856
N06AX1755,"Trazodone",176,2.99,60,0.2,nd1745,http://sideeffects.embl.de/drugs/5533
N06AX1756,"Venlafaxine",498,8.47,172,0.57,nd1745,http://sideeffects.embl.de/drugs/5656
nd1757,"N06B - PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",462,7.86,264,0.87,nd1719,
nd1758,"N06BA - Centrally acting sympathomimetics",439,7.47,248,0.82,nd1757,
N06BA1759,"Amphetamine",123,2.09,30,0.1,nd1758,http://sideeffects.embl.de/drugs/3007
N06BA1760,"Atomoxetine",151,2.57,43,0.14,nd1758,http://sideeffects.embl.de/drugs/54840
N06BA1761,"Methamphetamine",18,0.31,3,0.01,nd1758,http://sideeffects.embl.de/drugs/1206
N06BA1762,"Methylphenidate",305,5.19,129,0.43,nd1758,http://sideeffects.embl.de/drugs/4158
N06BA1763,"Modafinil",179,3.04,43,0.14,nd1758,http://sideeffects.embl.de/drugs/4236
nd1764,"N06BC - Xanthine derivatives",48,0.82,16,0.05,nd1757,
N06BC1765,"Caffeine",48,0.82,16,0.05,nd1764,http://sideeffects.embl.de/drugs/2519
nd1766,"N06D - ANTI-DEMENTIA DRUGS",666,11.33,214,0.71,nd1719,
nd1767,"N06DA - Anticholinesterases",546,9.29,172,0.57,nd1766,
N06DA1768,"Donepezil",291,4.95,85,0.28,nd1767,http://sideeffects.embl.de/drugs/3152
N06DA1769,"Galantamine",159,2.7,41,0.14,nd1767,http://sideeffects.embl.de/drugs/3449
N06DA1770,"Rivastigmine",416,7.07,46,0.15,nd1767,http://sideeffects.embl.de/drugs/5077
nd1771,"N06DX - Other anti-dementia drugs",413,7.02,42,0.14,nd1766,
N06DX1772,"Chloroquine",61,1.04,15,0.05,nd1771,http://sideeffects.embl.de/drugs/2719
N06DX1773,"Memantine",383,6.51,27,0.09,nd1771,http://sideeffects.embl.de/drugs/4054
nd1774,"N07 - OTHER NERVOUS SYSTEM DRUGS",956,16.26,235,0.78,nd1486,
nd1775,"N07A - PARASYMPATHOMIMETICS",495,8.42,73,0.24,nd1774,
nd1776,"N07AA - Anticholinesterases",102,1.73,22,0.07,nd1775,
N07AA1777,"Neostigmine",65,1.11,8,0.03,nd1776,http://sideeffects.embl.de/drugs/4456
N07AA1778,"Pyridostigmine",63,1.07,14,0.05,nd1776,http://sideeffects.embl.de/drugs/4991
nd1779,"N07AB - Choline esters",36,0.61,26,0.09,nd1775,
N07AB1780,"Bethanechol",22,0.37,19,0.06,nd1779,http://sideeffects.embl.de/drugs/2370
N07AB1781,"Carbachol",22,0.37,7,0.02,nd1779,http://sideeffects.embl.de/drugs/2551
nd1782,"N07AX - Other parasympathomimetics",440,7.48,25,0.08,nd1775,
N07AX1783,"Cevimeline",374,6.36,7,0.02,nd1782,http://sideeffects.embl.de/drugs/2684
N07AX1784,"Pilocarpine",183,3.11,18,0.06,nd1782,http://sideeffects.embl.de/drugs/4819
nd1785,"N07B - DRUGS USED IN ADDICTIVE DISORDERS",604,10.27,135,0.45,nd1774,
nd1786,"N07BA - Drugs used in nicotine dependence",347,5.9,43,0.14,nd1785,
N07BA1787,"Nicotine",152,2.59,16,0.05,nd1786,http://sideeffects.embl.de/drugs/942
N07BA1788,"Varenicline",281,4.78,27,0.09,nd1786,http://sideeffects.embl.de/drugs/170361
nd1789,"N07BB - Drugs used in alcohol dependence",353,6.0,34,0.11,nd1785,
N07BB1790,"Acamprosate",188,3.2,7,0.02,nd1789,http://sideeffects.embl.de/drugs/71158
N07BB1791,"Disulfiram",32,0.54,9,0.03,nd1789,http://sideeffects.embl.de/drugs/3117
N07BB1792,"Naltrexone",223,3.79,18,0.06,nd1789,http://sideeffects.embl.de/drugs/4428
nd1793,"N07BC - Drugs used in opioid dependence",247,4.2,58,0.19,nd1785,
N07BC1794,"Buprenorphine",196,3.33,17,0.06,nd1793,http://sideeffects.embl.de/drugs/2476
N07BC1795,"Methadone",101,1.72,41,0.14,nd1793,http://sideeffects.embl.de/drugs/4095
nd1796,"N07C - ANTIVERTIGO PREPARATIONS",35,0.6,4,0.01,nd1774,
nd1797,"N07CA - Antivertigo preparations",35,0.6,4,0.01,nd1796,
N07CA1798,"Betahistine",35,0.6,4,0.01,nd1797,http://sideeffects.embl.de/drugs/2366
nd1799,"N07X - OTHER NERVOUS SYSTEM DRUGS",431,7.33,23,0.08,nd1774,
nd1800,"N07XX - Other nervous system drugs",431,7.33,23,0.08,nd1799,
N07XX1801,"Hydroxybutyrate",164,2.79,4,0.01,nd1800,http://sideeffects.embl.de/drugs/10413
N07XX1802,"Riluzole",354,6.02,17,0.06,nd1800,http://sideeffects.embl.de/drugs/5070
N07XX1803,"Tetrabenazine",65,1.11,2,0.01,nd1800,http://sideeffects.embl.de/drugs/6018
nd1804,"P - ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",571,9.71,335,1.11,null,
nd1805,"P01 - ANTIPROTOZOALS",514,8.74,269,0.89,nd1804,
nd1806,"P01A - AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES",275,4.68,180,0.6,nd1805,
nd1807,"P01AB - Nitroimidazole derivatives",239,4.06,165,0.55,nd1806,
P01AB1808,"Metronidazole",212,3.61,155,0.51,nd1807,http://sideeffects.embl.de/drugs/4173
P01AB1809,"Tinidazole",80,1.36,10,0.03,nd1807,http://sideeffects.embl.de/drugs/5479
nd1810,"P01AX - Other agents against amoebiasis and other protozoal diseases",97,1.65,15,0.05,nd1806,
P01AX1811,"Atovaquone",63,1.07,5,0.02,nd1810,http://sideeffects.embl.de/drugs/74989
P01AX1812,"Nitazoxanide",49,0.83,9,0.03,nd1810,http://sideeffects.embl.de/drugs/41684
P01AX1813,"Trimetrexate",20,0.34,1,0.0,nd1810,http://sideeffects.embl.de/drugs/5582
nd1814,"P01B - ANTIMALARIALS",338,5.75,86,0.28,nd1805,
nd1815,"P01BA - Aminoquinolines",141,2.4,38,0.13,nd1814,
P01BA1816,"Chloroquine",61,1.04,15,0.05,nd1815,http://sideeffects.embl.de/drugs/2719
P01BA1817,"Hydroxychloroquine",114,1.94,16,0.05,nd1815,http://sideeffects.embl.de/drugs/3652
P01BA1818,"Primaquine",7,0.12,7,0.02,nd1815,http://sideeffects.embl.de/drugs/4908
nd1819,"P01BB - Biguanides",24,0.41,1,0.0,nd1814,
P01BB1820,"Proguanil",24,0.41,1,0.0,nd1819,http://sideeffects.embl.de/drugs/4923
nd1821,"P01BC - Methanolquinolines",244,4.15,39,0.13,nd1814,
P01BC1822,"Mefloquine",133,2.26,19,0.06,nd1821,http://sideeffects.embl.de/drugs/4046
P01BC1823,"Quinidine",171,2.91,20,0.07,nd1821,http://sideeffects.embl.de/drugs/1065
nd1824,"P01BD - Diaminopyrimidines",14,0.24,6,0.02,nd1814,
P01BD1825,"Pyrimethamine",14,0.24,6,0.02,nd1824,http://sideeffects.embl.de/drugs/4993
nd1826,"P01BX - Other antimalarials",47,0.8,2,0.01,nd1814,
P01BX1827,"Halofantrine",47,0.8,2,0.01,nd1826,http://sideeffects.embl.de/drugs/37392
nd1828,"P01C - AGENTS AGAINST LEISHMANIASIS AND TRYPANOSOMIASIS",50,0.85,3,0.01,nd1805,
nd1829,"P01CX - Other agents against leishmaniasis and trypanosomiasis",50,0.85,3,0.01,nd1828,
P01CX1830,"DFMO",50,0.85,3,0.01,nd1829,http://sideeffects.embl.de/drugs/3009
nd1831,"P02 - ANTHELMINTICS",135,2.3,34,0.11,nd1804,
nd1832,"P02B - ANTITREMATODALS",34,0.58,4,0.01,nd1831,
nd1833,"P02BA - Quinoline derivatives and related substances",34,0.58,4,0.01,nd1832,
P02BA1834,"Praziquantel",34,0.58,4,0.01,nd1833,http://sideeffects.embl.de/drugs/4891
nd1835,"P02C - ANTINEMATODAL AGENTS",124,2.11,30,0.1,nd1831,
nd1836,"P02CA - Benzimidazole derivatives",61,1.04,8,0.03,nd1835,
P02CA1837,"Albendazole",29,0.49,2,0.01,nd1836,http://sideeffects.embl.de/drugs/2082
P02CA1838,"Mebendazole",10,0.17,2,0.01,nd1836,http://sideeffects.embl.de/drugs/4030
P02CA1839,"Thiabendazole",41,0.7,4,0.01,nd1836,http://sideeffects.embl.de/drugs/5430
nd1840,"P02CC - Tetrahydropyrimidine derivatives",12,0.2,1,0.0,nd1835,
P02CC1841,"Pyrantel",12,0.2,1,0.0,nd1840,http://sideeffects.embl.de/drugs/4989
nd1842,"P02CF - Avermectines",85,1.45,21,0.07,nd1835,
P02CF1843,"Ivermectin",85,1.45,21,0.07,nd1842,http://sideeffects.embl.de/drugs/6435110
nd1844,"P03 - ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS",54,0.92,32,0.11,nd1804,
nd1845,"P03A - ECTOPARASITICIDES, INCL. SCABICIDES",54,0.92,32,0.11,nd1844,
nd1846,"P03AA - Sulfur containing products",32,0.54,9,0.03,nd1845,
P03AA1847,"Disulfiram",32,0.54,9,0.03,nd1846,http://sideeffects.embl.de/drugs/3117
nd1848,"P03AB - Chlorine containing products",10,0.17,6,0.02,nd1845,
P03AB1849,"Lindane",10,0.17,6,0.02,nd1848,http://sideeffects.embl.de/drugs/727
nd1850,"P03AC - Pyrethrines, incl. synthetic compounds",13,0.22,9,0.03,nd1845,
P03AC1851,"Permethrin",13,0.22,9,0.03,nd1850,http://sideeffects.embl.de/drugs/40159
nd1852,"P03AX - Other ectoparasiticides, incl. scabicides",8,0.14,8,0.03,nd1845,
P03AX1853,"Benzyl benzoate",4,0.07,1,0.0,nd1852,http://sideeffects.embl.de/drugs/2345
P03AX1854,"Malathion",4,0.07,7,0.02,nd1852,http://sideeffects.embl.de/drugs/4004
nd1855,"R - RESPIRATORY SYSTEM",1108,18.84,1733,5.73,null,
nd1856,"R01 - NASAL PREPARATIONS",690,11.73,614,2.03,nd1855,
nd1857,"R01A - DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE",680,11.56,610,2.02,nd1856,
nd1858,"R01AA - Sympathomimetics, plain",153,2.6,81,0.27,nd1857,
R01AA1859,"Ephedrine",48,0.82,9,0.03,nd1858,http://sideeffects.embl.de/drugs/5032
R01AA1860,"Epinephrine",67,1.14,35,0.12,nd1858,http://sideeffects.embl.de/drugs/838
R01AA1861,"Naphazoline",24,0.41,11,0.04,nd1858,http://sideeffects.embl.de/drugs/4436
R01AA1862,"Phenylephrine",63,1.07,22,0.07,nd1858,http://sideeffects.embl.de/drugs/4782
R01AA1863,"Tetrahydrozoline",13,0.22,2,0.01,nd1858,http://sideeffects.embl.de/drugs/5419
R01AA1864,"Tramazoline",33,0.56,2,0.01,nd1858,http://sideeffects.embl.de/drugs/5524
nd1865,"R01AB - Sympathomimetics, combinations excl. corticosteroids",112,1.9,44,0.15,nd1857,
R01AB1866,"Ephedrine",48,0.82,9,0.03,nd1865,http://sideeffects.embl.de/drugs/5032
R01AB1867,"Naphazoline",24,0.41,11,0.04,nd1865,http://sideeffects.embl.de/drugs/4436
R01AB1868,"Phenylephrine",63,1.07,22,0.07,nd1865,http://sideeffects.embl.de/drugs/4782
R01AB1869,"Tetrahydrozoline",13,0.22,2,0.01,nd1865,http://sideeffects.embl.de/drugs/5419
nd1870,"R01AC - Antiallergic agents, excl. corticosteroids",235,4.0,62,0.2,nd1857,
R01AC1871,"Azelastine",104,1.77,17,0.06,nd1870,http://sideeffects.embl.de/drugs/2267
R01AC1872,"Levocabastine",16,0.27,1,0.0,nd1870,http://sideeffects.embl.de/drugs/3915
R01AC1873,"Nedocromil sodium",48,0.82,7,0.02,nd1870,http://sideeffects.embl.de/drugs/50294
R01AC1874,"Olopatadine",95,1.62,17,0.06,nd1870,http://sideeffects.embl.de/drugs/60864
R01AC1875,"Sodium cromoglycate",99,1.68,20,0.07,nd1870,http://sideeffects.embl.de/drugs/2881
nd1876,"R01AD - Corticosteroids",497,8.45,370,1.22,nd1857,
R01AD1877,"Beclomethasone dipropionate",39,0.66,5,0.02,nd1876,http://sideeffects.embl.de/drugs/2307
R01AD1878,"Budesonide",206,3.5,71,0.23,nd1876,http://sideeffects.embl.de/drugs/2462
R01AD1879,"Dexamethasone",215,3.66,124,0.41,nd1876,http://sideeffects.embl.de/drugs/3003
R01AD1880,"Flunisolide",106,1.8,8,0.03,nd1876,http://sideeffects.embl.de/drugs/3379
R01AD1881,"Fluticasone",197,3.35,47,0.16,nd1876,http://sideeffects.embl.de/drugs/62924
R01AD1882,"Fluticasone furoate",57,0.97,4,0.01,nd1876,http://sideeffects.embl.de/drugs/9854489
R01AD1883,"Mometasone",93,1.58,34,0.11,nd1876,http://sideeffects.embl.de/drugs/123620
R01AD1884,"Prednisolone",109,1.85,48,0.16,nd1876,http://sideeffects.embl.de/drugs/4894
R01AD1885,"Triamcinolone",150,2.55,29,0.1,nd1876,http://sideeffects.embl.de/drugs/5544
nd1886,"R01AX - Other nasal preparations",167,2.84,97,0.32,nd1857,
R01AX1887,"Ipratropium bromide",138,2.35,46,0.15,nd1886,http://sideeffects.embl.de/drugs/3746
R01AX1888,"Mupirocin",41,0.7,41,0.14,nd1886,http://sideeffects.embl.de/drugs/4264
R01AX1889,"Neomycin",21,0.36,9,0.03,nd1886,http://sideeffects.embl.de/drugs/4454
R01AX1890,"Retinol",2,0.03,1,0.0,nd1886,http://sideeffects.embl.de/drugs/1071
nd1891,"R01B - NASAL DECONGESTANTS FOR SYSTEMIC USE",109,1.85,35,0.12,nd1856,
nd1892,"R01BA - Sympathomimetics",109,1.85,35,0.12,nd1891,
R01BA1893,"Ephedrine",48,0.82,9,0.03,nd1892,http://sideeffects.embl.de/drugs/5032
R01BA1894,"Phenylephrine",63,1.07,22,0.07,nd1892,http://sideeffects.embl.de/drugs/4782
R01BA1895,"Phenylpropanolamine",35,0.6,4,0.01,nd1892,http://sideeffects.embl.de/drugs/4786
nd1896,"R02 - THROAT PREPARATIONS",341,5.8,229,0.76,nd1855,
nd1897,"R02A - THROAT PREPARATIONS",341,5.8,229,0.76,nd1896,
nd1898,"R02AA - Antiseptics",52,0.88,18,0.06,nd1897,
R02AA1899,"Chlorhexidine",52,0.88,18,0.06,nd1898,http://sideeffects.embl.de/drugs/2713
nd1900,"R02AB - Antibiotics",25,0.43,16,0.05,nd1897,
R02AB1901,"CAS 1405-87-4",6,0.1,7,0.02,nd1900,http://sideeffects.embl.de/drugs/65281
R02AB1902,"Neomycin",21,0.36,9,0.03,nd1900,http://sideeffects.embl.de/drugs/4454
nd1903,"R02AD - Anesthetics, local",135,2.3,176,0.58,nd1897,
R02AD1904,"Benzocaine",15,0.26,2,0.01,nd1903,http://sideeffects.embl.de/drugs/2337
R02AD1905,"Cocaine",11,0.19,1,0.0,nd1903,http://sideeffects.embl.de/drugs/2826
R02AD1906,"Lidocaine",124,2.11,173,0.57,nd1903,http://sideeffects.embl.de/drugs/3676
nd1907,"R02AX - Other throat preparations",211,3.59,19,0.06,nd1897,
R02AX1908,"Flurbiprofen",211,3.59,19,0.06,nd1907,http://sideeffects.embl.de/drugs/3394
nd1909,"R03 - DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES",816,13.88,839,2.77,nd1855,
nd1910,"R03A - ADRENERGICS, INHALANTS",363,6.17,221,0.73,nd1909,
nd1911,"R03AA - Alpha- and beta-adrenoreceptor agonists",67,1.14,35,0.12,nd1910,
R03AA1912,"Epinephrine",67,1.14,35,0.12,nd1911,http://sideeffects.embl.de/drugs/838
nd1913,"R03AB - Non-selective beta-adrenoreceptor agonists",57,0.97,12,0.04,nd1910,
R03AB1914,"Isoproterenol",27,0.46,7,0.02,nd1913,http://sideeffects.embl.de/drugs/3779
R03AB1915,"Metaproterenol",43,0.73,5,0.02,nd1913,http://sideeffects.embl.de/drugs/4086
nd1916,"R03AC - Selective beta-2-adrenoreceptor agonists",318,5.41,174,0.58,nd1910,
R03AC1917,"Formoterol",159,2.7,14,0.05,nd1916,http://sideeffects.embl.de/drugs/3410
R03AC1918,"Indacaterol",48,0.82,5,0.02,nd1916,http://sideeffects.embl.de/drugs/6433117
R03AC1919,"Pirbuterol",44,0.75,4,0.01,nd1916,http://sideeffects.embl.de/drugs/4845
R03AC1920,"Salbutamol",192,3.27,134,0.44,nd1916,http://sideeffects.embl.de/drugs/2083
R03AC1921,"Salmeterol",125,2.13,6,0.02,nd1916,http://sideeffects.embl.de/drugs/5152
R03AC1922,"Terbutaline",26,0.44,11,0.04,nd1916,http://sideeffects.embl.de/drugs/5403
nd1923,"R03B - OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS",600,10.2,411,1.36,nd1909,
nd1924,"R03BA - Glucocorticoids",499,8.49,331,1.09,nd1923,
R03BA1925,"Beclomethasone dipropionate",39,0.66,5,0.02,nd1924,http://sideeffects.embl.de/drugs/2307
R03BA1926,"Budesonide",206,3.5,71,0.23,nd1924,http://sideeffects.embl.de/drugs/2462
R03BA1927,"Ciclesonide",90,1.53,13,0.04,nd1924,http://sideeffects.embl.de/drugs/444033
R03BA1928,"Dexamethasone",215,3.66,124,0.41,nd1924,http://sideeffects.embl.de/drugs/3003
R03BA1929,"Flunisolide",106,1.8,8,0.03,nd1924,http://sideeffects.embl.de/drugs/3379
R03BA1930,"Fluticasone",197,3.35,47,0.16,nd1924,http://sideeffects.embl.de/drugs/62924
R03BA1931,"Mometasone",93,1.58,34,0.11,nd1924,http://sideeffects.embl.de/drugs/123620
R03BA1932,"Triamcinolone",150,2.55,29,0.1,nd1924,http://sideeffects.embl.de/drugs/5544
nd1933,"R03BB - Anticholinergics",181,3.08,53,0.18,nd1923,
R03BB1934,"Ipratropium bromide",138,2.35,46,0.15,nd1933,http://sideeffects.embl.de/drugs/3746
R03BB1935,"Tiotropium",99,1.68,7,0.02,nd1933,http://sideeffects.embl.de/drugs/60830
nd1936,"R03BC - Antiallergic agents, excl. corticosteroids",126,2.14,27,0.09,nd1923,
R03BC1937,"Nedocromil sodium",48,0.82,7,0.02,nd1936,http://sideeffects.embl.de/drugs/50294
R03BC1938,"Sodium cromoglycate",99,1.68,20,0.07,nd1936,http://sideeffects.embl.de/drugs/2881
nd1939,"R03C - ADRENERGICS FOR SYSTEMIC USE",236,4.01,170,0.56,nd1909,
nd1940,"R03CA - Alpha- and beta-adrenoreceptor agonists",48,0.82,9,0.03,nd1939,
R03CA1941,"Ephedrine",48,0.82,9,0.03,nd1940,http://sideeffects.embl.de/drugs/5032
nd1942,"R03CB - Non-selective beta-adrenoreceptor agonists",57,0.97,12,0.04,nd1939,
R03CB1943,"Isoproterenol",27,0.46,7,0.02,nd1942,http://sideeffects.embl.de/drugs/3779
R03CB1944,"Metaproterenol",43,0.73,5,0.02,nd1942,http://sideeffects.embl.de/drugs/4086
nd1945,"R03CC - Selective beta-2-adrenoreceptor agonists",206,3.5,149,0.49,nd1939,
R03CC1946,"Pirbuterol",44,0.75,4,0.01,nd1945,http://sideeffects.embl.de/drugs/4845
R03CC1947,"Salbutamol",192,3.27,134,0.44,nd1945,http://sideeffects.embl.de/drugs/2083
R03CC1948,"Terbutaline",26,0.44,11,0.04,nd1945,http://sideeffects.embl.de/drugs/5403
nd1949,"R03D - OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES",229,3.89,198,0.65,nd1909,
nd1950,"R03DA - Xanthines",90,1.53,56,0.19,nd1949,
R03DA1951,"Aminophylline",55,0.94,6,0.02,nd1950,http://sideeffects.embl.de/drugs/9433
R03DA1952,"Choline theophyllinate",41,0.7,1,0.0,nd1950,http://sideeffects.embl.de/drugs/20585
R03DA1953,"Dyphylline",24,0.41,1,0.0,nd1950,http://sideeffects.embl.de/drugs/3182
R03DA1954,"Theophylline",74,1.26,48,0.16,nd1950,http://sideeffects.embl.de/drugs/2153
nd1955,"R03DC - Leukotriene receptor antagonists",141,2.4,137,0.45,nd1949,
R03DC1956,"Montelukast",115,1.96,125,0.41,nd1955,http://sideeffects.embl.de/drugs/4248
R03DC1957,"Zafirlukast",58,0.99,12,0.04,nd1955,http://sideeffects.embl.de/drugs/5717
nd1958,"R03DX - Other systemic drugs for obstructive airway diseases",65,1.11,5,0.02,nd1949,
R03DX1959,"Amlexanox",10,0.17,1,0.0,nd1958,http://sideeffects.embl.de/drugs/2161
R03DX1960,"Roflumilast",59,1.0,4,0.01,nd1958,http://sideeffects.embl.de/drugs/449193
nd1961,"R05 - COUGH AND COLD PREPARATIONS",230,3.91,101,0.33,nd1855,
nd1962,"R05C - EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPPRESSANTS",141,2.4,33,0.11,nd1961,
nd1963,"R05CA - Expectorants",8,0.14,2,0.01,nd1962,
R05CA1964,"Guaifenesin",8,0.14,2,0.01,nd1963,http://sideeffects.embl.de/drugs/3516
nd1965,"R05CB - Mucolytics",139,2.36,31,0.1,nd1962,
R05CB1966,"Bromhexine",14,0.24,1,0.0,nd1965,http://sideeffects.embl.de/drugs/2442
R05CB1967,"Mesna",76,1.29,13,0.04,nd1965,http://sideeffects.embl.de/drugs/598
R05CB1968,"N-acetylcysteine",51,0.87,16,0.05,nd1965,http://sideeffects.embl.de/drugs/581
R05CB1969,"Tiopronin",48,0.82,1,0.0,nd1965,http://sideeffects.embl.de/drugs/5483
nd1970,"R05D - COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS",143,2.43,68,0.22,nd1961,
nd1971,"R05DA - Opium alkaloids and derivatives",134,2.28,13,0.04,nd1970,
R05DA1972,"Codeine",87,1.48,8,0.03,nd1971,http://sideeffects.embl.de/drugs/2828
R05DA1973,"Dextromethorphan",26,0.44,1,0.0,nd1971,http://sideeffects.embl.de/drugs/3008
R05DA1974,"Hydrocodone",69,1.17,4,0.01,nd1971,http://sideeffects.embl.de/drugs/22258
nd1975,"R05DB - Other cough suppressants",20,0.34,55,0.18,nd1970,
R05DB1976,"Benzonatate",20,0.34,55,0.18,nd1975,http://sideeffects.embl.de/drugs/7699
nd1977,"R06 - ANTIHISTAMINES FOR SYSTEMIC USE",356,6.05,404,1.34,nd1855,
nd1978,"R06A - ANTIHISTAMINES FOR SYSTEMIC USE",356,6.05,404,1.34,nd1977,
nd1979,"R06AA - Aminoalkyl ethers",44,0.75,40,0.13,nd1978,
R06AA1980,"Carbinoxamine",43,0.73,8,0.03,nd1979,http://sideeffects.embl.de/drugs/2564
R06AA1981,"Clemastine",43,0.73,6,0.02,nd1979,http://sideeffects.embl.de/drugs/2781
R06AA1982,"Diphenhydramine",42,0.71,26,0.09,nd1979,http://sideeffects.embl.de/drugs/3100
nd1983,"R06AB - Substituted alkylamines",53,0.9,3,0.01,nd1978,
R06AB1984,"Chlorpheniramine",53,0.9,3,0.01,nd1983,http://sideeffects.embl.de/drugs/2725
nd1985,"R06AC - Substituted ethylene diamines",1,0.02,1,0.0,nd1978,
R06AC1986,"Mepyramine",1,0.02,1,0.0,nd1985,http://sideeffects.embl.de/drugs/4992
nd1987,"R06AD - Phenothiazine derivatives",84,1.43,138,0.46,nd1978,
R06AD1988,"Promethazine",84,1.43,138,0.46,nd1987,http://sideeffects.embl.de/drugs/4927
nd1989,"R06AE - Piperazine derivatives",238,4.05,95,0.31,nd1978,
R06AE1990,"Cetirizine",219,3.72,52,0.17,nd1989,http://sideeffects.embl.de/drugs/2678
R06AE1991,"Cyclizine",53,0.9,3,0.01,nd1989,http://sideeffects.embl.de/drugs/6726
R06AE1992,"Monamine",6,0.1,40,0.13,nd1989,http://sideeffects.embl.de/drugs/4034
nd1993,"R06AX - Other antihistamines for systemic use",205,3.49,127,0.42,nd1978,
R06AX1994,"Azelastine",104,1.77,17,0.06,nd1993,http://sideeffects.embl.de/drugs/2267
R06AX1995,"Cyproheptadine",54,0.92,17,0.06,nd1993,http://sideeffects.embl.de/drugs/2913
R06AX1996,"Desloratadine",62,1.05,36,0.12,nd1993,http://sideeffects.embl.de/drugs/124087
R06AX1997,"Epinastine",12,0.2,9,0.03,nd1993,http://sideeffects.embl.de/drugs/3241
R06AX1998,"Fexofenadine",56,0.95,36,0.12,nd1993,http://sideeffects.embl.de/drugs/3348
R06AX1999,"Ketotifen",35,0.6,4,0.01,nd1993,http://sideeffects.embl.de/drugs/3827
R06AX2000,"Loratadine",58,0.99,8,0.03,nd1993,http://sideeffects.embl.de/drugs/3957
nd2001,"R07 - OTHER RESPIRATORY SYSTEM PRODUCTS",58,0.99,7,0.02,nd1855,
nd2002,"R07A - OTHER RESPIRATORY SYSTEM PRODUCTS",58,0.99,7,0.02,nd2001,
nd2003,"R07AB - Respiratory stimulants",39,0.66,5,0.02,nd2002,
R07AB2004,"Doxapram",39,0.66,5,0.02,nd2003,http://sideeffects.embl.de/drugs/3156
nd2005,"R07AX - Other respiratory system products",23,0.39,2,0.01,nd2002,
R07AX2006,"Nitric oxide",23,0.39,2,0.01,nd2005,http://sideeffects.embl.de/drugs/145068
nd2007,"S - SENSORY ORGANS",1804,30.68,3346,11.06,null,
nd2008,"S01 - OPHTHALMOLOGICALS",1797,30.56,3328,11.0,nd2007,
nd2009,"S01A - ANTIINFECTIVES",1095,18.62,1515,5.01,nd2008,
nd2010,"S01AA - Antibiotics",452,7.69,497,1.64,nd2009,
S01AA2011,"Amikacin",26,0.44,4,0.01,nd2010,http://sideeffects.embl.de/drugs/2142
S01AA2012,"Ampicillin",26,0.44,36,0.12,nd2010,http://sideeffects.embl.de/drugs/2173
